"item","fragment","logNaO","logMgO","logAlO","logSiO","logKO","logCaO","logFeO"
"s48","f4",-0.6821,-1.272,-1.9088,-0.0552,-2.194,-0.9268,-5.6412
"s49","f1",-0.6951,-1.3664,-2.0934,-0.2407,-2.4862,-1.0893,-2.2543
"s49","f1",-0.692,-1.3552,-2.1569,-0.2336,-2.3514,-1.0717,-2.236
"s49","f1",-0.698,-1.3727,-2.0859,-0.2213,-2.3668,-1.0483,-2.2321
"s49","f2",-0.6891,-1.3288,-2.1558,-0.2013,-2.3381,-1.0195,-2.2085
"s49","f2",-0.6898,-1.3456,-2.1357,-0.1833,-2.3697,-0.9785,-2.0485
"s49","f2",-0.6933,-1.3411,-2.1289,-0.1931,-2.618,-0.999,-2.1531
"s49","f3",-0.6832,-1.3395,-1.9956,-0.17,-2.3848,-0.9632,-2.0948
"s49","f3",-0.6976,-1.3582,-1.9372,-0.2023,-2.3027,-1.0276,-2.1324
"s49","f3",-0.6833,-1.3724,-2.036,-0.1977,-2.3185,-1.0275,-2.1189
"s49","f4",-0.6898,-1.3456,-2.1357,-0.1833,-2.3697,-0.9785,-2.0485
"s49","f4",-0.6933,-1.3411,-2.1289,-0.1931,-2.618,-0.999,-2.1531
"s49","f4",-0.6976,-1.3542,-2.0812,-0.2099,-2.3428,-1.037,-2.173
"s50","f1",-0.6871,-1.3327,-2.1495,-0.1558,-2.3385,-0.9236,-5.681
"s50","f1",-0.6833,-1.3138,-2.0773,-0.1549,-2.2814,-0.9204,-5.3783
"s50","f1",-0.6892,-1.3244,-2.1753,-0.155,-2.338,-0.9193,-5.6804
"s50","f2",-0.693,-1.3142,-2.0695,-0.1104,-2.2626,-0.8517,-5.6606
"s50","f2",-0.6818,-1.3046,-2.0981,-0.1243,-2.4359,-0.8775,-5.3653
"s50","f2",-0.6791,-1.3197,-2.0941,-0.1414,-2.4697,-0.9015,-5.6738
"s50","f3",-0.675,-1.2948,-2.0711,-0.1178,-2.3612,-0.867,-5.6622
"s50","f3",-0.6844,-1.3199,-2.1348,-0.1234,-2.3238,-0.8752,-5.3652
"s50","f3",-0.6855,-1.3115,-2.1322,-0.1184,-2.2658,-0.8644,-5.6637
"s50","f4",-0.6863,-1.3146,-2.1559,-0.1408,-2.3956,-0.9021,-5.6744
"s50","f4",-0.6928,-1.3393,-2.1593,-0.1452,-2.2798,-0.9106,-5.3768
"s50","f4",-0.6838,-1.3051,-2.1793,-0.1336,-2.3919,-0.891,-5.6706
"s51","f1",-0.7134,-1.349,-2.1689,-0.167,-2.3864,-0.9195,-5.6874
"s51","f1",-0.7126,-1.3284,-2.0697,-0.158,-2.4038,-0.8979,-5.3815
"s51","f1",-0.7102,-1.3264,-2.2053,-0.157,-2.34,-0.9014,-5.6824
"s51","f2",-0.7054,-1.3197,-1.9964,-0.1508,-2.3159,-0.8796,-5.6776
"s51","f2",-0.7104,-1.3209,-1.9868,-0.1482,-2.1998,-0.8825,-5.3759
"s51","f2",-0.7082,-1.3268,-1.9977,-0.1516,-2.281,-0.8908,-5.679
"s51","f3",-0.7045,-1.3038,-2.0856,-0.1461,-2.2453,-0.8942,-5.6767
"s51","f3",-0.7091,-1.3379,-2.0945,-0.1391,-2.3521,-0.8702,-5.3733
"s51","f3",-0.7072,-1.3164,-2.1371,-0.1292,-2.3898,-0.8464,-5.6686
"s51","f4",-0.7537,-1.3272,-2.2072,-0.1158,-2.3272,-0.8723,-5.6696
"s51","f4",-0.7516,-1.3244,-2.2083,-0.1162,-2.309,-0.879,-5.3697
"s51","f4",-0.7591,-1.3251,-2.1624,-0.1082,-2.3251,-0.8703,-5.6675
"s52","f1",-0.7053,-1.342,-2.1599,-0.1589,-2.5645,-0.8602,-2.0063
"s52","f1",-0.7073,-1.334,-2.1849,-0.1838,-2.5761,-0.9011,-2.099
"s52","f1",-0.7242,-1.3574,-2.0781,-0.1347,-2.523,-0.8118,-2.1009
"s52","f2",-0.7042,-1.3409,-2.1444,-0.2107,-2.6215,-0.9479,-2.1096
"s52","f2",-0.7171,-1.378,-2.1999,-0.2489,-2.6045,-1.0134,-2.1502
"s52","f2",-0.7107,-1.338,-2.0932,-0.1699,-2.6429,-0.8843,-2.1161
"s52","f3",-0.7137,-1.3372,-2.1055,-0.1468,-2.5597,-0.8354,-2.0716
"s52","f3",-0.7044,-1.3467,-2.0695,-0.1198,-2.5145,-0.8014,-1.9978
"s52","f3",-0.7093,-1.3371,-2.0445,-0.1149,-2.5111,-0.7742,-2.034
"s52","f4",-0.7073,-1.3335,-2.1633,-0.1672,-2.3808,-0.8695,-2.0286
"s52","f4",-0.7072,-1.3329,-2.0936,-0.1461,-2.4181,-0.8493,-2.0399
"s52","f4",-0.7032,-1.3292,-2.1421,-0.1476,-2.4183,-0.8573,-1.9332
"s53","f1",-0.6913,-1.3231,-2.1072,-0.1197,-2.5174,-0.8718,-1.9153
"s53","f1",-0.6988,-1.3397,-2.1325,-0.1182,-2.55,-0.873,-1.9236
"s53","f1",-0.6933,-1.333,-2.1428,-0.1143,-2.5152,-0.8675,-1.862
"s53","f2",-0.6913,-1.3031,-2.127,-0.083,-2.4151,-0.8169,-1.7822
"s53","f2",-0.6911,-1.3169,-2.1138,-0.0817,-2.3901,-0.8122,-1.8529
"s53","f2",-0.6826,-1.3128,-2.081,-0.0919,-2.4188,-0.829,-1.8711
"s53","f3",-0.6958,-1.3462,-2.154,-0.1375,-2.4965,-0.901,-1.9483
"s53","f3",-0.6962,-1.3402,-2.1204,-0.1464,-2.5975,-0.9178,-1.9443
"s53","f3",-0.698,-1.3388,-2.1981,-0.1418,-2.5613,-0.9111,-1.9677
"s53","f4",-0.7107,-1.3259,-2.1524,-0.16,-2.4534,-0.9475,-1.9937
"s53","f4",-0.7134,-1.3396,-2.0751,-0.1667,-2.7336,-0.9571,-2.0347
"s53","f4",-0.7146,-1.3566,-2.1664,-0.1583,-2.4545,-0.9493,-2.0222
"s54","f1",-0.7136,-1.3292,-2.041,-0.0798,-2.4389,-0.7657,-1.798
"s54","f1",-0.7192,-1.3317,-2.0121,-0.0814,-2.2838,-0.7858,-1.8194
"s54","f1",-0.7076,-1.3444,-2.0178,-0.0741,-2.34,-0.776,-1.7718
"s54","f2",-0.7156,-1.36,-2.1903,-0.1241,-2.4122,-0.8695,-1.8041
"s54","f2",-0.7183,-1.3516,-2.0835,-0.1159,-2.3623,-0.8451,-1.8999
"s54","f2",-0.7163,-1.3596,-2.1313,-0.1156,-2.4867,-0.838,-1.8566
"s54","f3",-0.7276,-1.3497,-2.181,-0.1608,-2.5401,-0.9365,-1.9872
"s54","f3",-0.7326,-1.3627,-2.1052,-0.1589,-2.6058,-0.9245,-1.9215
"s54","f3",-0.7383,-1.3604,-2.1323,-0.1386,-2.4459,-0.8875,-1.9603
"s54","f4",-0.711,-1.3476,-2.0921,-0.1348,-2.4415,-0.8859,-1.916
"s54","f4",-0.721,-1.3627,-2.0317,-0.1006,-2.3997,-0.8295,-1.7741
"s54","f4",-0.7178,-1.3562,-2.1578,-0.1422,-2.5624,-0.896,-1.9603
"s55","f1",-0.7267,-1.4176,-2.0008,-0.3962,-2.6255,-1.3004,-5.7717
"s55","f1",-0.7254,-1.4196,-1.9539,-0.3607,-2.5048,-1.2248,-5.459
"s55","f1",-0.712,-1.3767,-1.9568,-0.3152,-2.3804,-1.1379,-5.7422
"s55","f2",-0.7017,-1.3608,-2.0031,-0.2962,-2.4568,-1.1227,-5.7355
"s55","f2",-0.7061,-1.3579,-1.9265,-0.2886,-2.3709,-1.1135,-5.4316
"s55","f2",-0.7093,-1.37,-1.9501,-0.2953,-2.3375,-1.1205,-5.7354
"s55","f3",-0.7095,-1.3578,-1.943,-0.2368,-2.3521,-1.0175,-5.7138
"s55","f3",-0.7058,-1.3645,-1.9196,-0.2161,-2.2136,-0.9856,-5.4039
"s55","f3",-0.6956,-1.343,-1.9282,-0.2045,-2.1805,-0.9715,-5.6991
"s55","f4",-0.6893,-1.3208,-1.8658,-0.1915,-2.2295,-0.9391,-5.6919
"s55","f4",-0.6987,-1.3316,-1.8494,-0.1689,-2.0908,-0.8874,-5.3808
"s55","f4",-0.6983,-1.3531,-1.8726,-0.1754,-2.1942,-0.896,-5.6856
"s56","f1",-0.6986,-1.376,-2.3703,-0.2708,-5.431,-1.1626,-5.732
"s56","f1",-0.703,-1.3917,-2.4613,-0.2909,-5.74,-1.1972,-5.439
"s56","f1",-0.7012,-1.3925,-2.4736,-0.2601,-5.7289,-1.1423,-5.7289
"s56","f2",-0.7241,-1.4219,-2.3427,-0.3926,-5.473,-1.3541,-5.7741
"s56","f2",-0.724,-1.4365,-2.4487,-0.38,-5.7709,-1.33,-5.4699
"s56","f2",-0.7225,-1.4403,-2.3537,-0.3738,-5.7686,-1.3092,-5.7686
"s56","f3",-0.6849,-1.3517,-2.5258,-0.1993,-5.4009,-1.0099,-5.7019
"s56","f3",-0.6895,-1.3333,-2.5152,-0.1721,-5.6913,-0.9711,-5.3902
"s56","f3",-0.684,-1.3521,-2.4256,-0.2046,-5.7043,-1.0295,-5.7043
"s56","f4",-0.7082,-1.3955,-2.5735,-0.3198,-5.4486,-1.2207,-5.7496
"s56","f4",-0.6995,-1.3817,-2.4708,-0.2561,-5.7261,-1.1091,-5.425
"s56","f4",-0.7064,-1.3785,-2.3145,-0.3097,-5.7459,-1.2234,-5.7459
"s57","f1",-0.6449,-1.3079,-2.0524,-0.111,-2.5182,-0.8816,-5.6322
"s57","f1",-0.7028,-1.3773,-2.1955,-0.1625,-2.6455,-0.9333,-5.3859
"s57","f1",-0.7002,-1.3596,-2.0404,-0.1569,-2.6839,-0.931,-5.6839
"s57","f2",-0.6967,-1.3632,-2.0685,-0.1513,-2.7782,-0.9193,-5.6812
"s57","f2",-0.696,-1.3622,-2.0913,-0.1543,-2.7281,-0.9249,-5.3813
"s57","f2",-0.6965,-1.3603,-2.1164,-0.1591,-2.5384,-0.9341,-5.6846
"s57","f3",-0.6975,-1.3656,-2.1018,-0.1531,-2.6024,-0.9144,-5.6816
"s57","f3",-0.6976,-1.3623,-2.0676,-0.1498,-2.4762,-0.9199,-5.3793
"s57","f3",-0.6955,-1.3574,-2.0885,-0.1471,-2.8345,-0.9177,-5.6796
"s57","f4",-0.7027,-1.3686,-2.0368,-0.0831,-2.4735,-0.7996,-5.6496
"s57","f4",-0.6945,-1.3607,-2.0596,-0.0869,-2.3497,-0.8093,-5.3497
"s57","f4",-0.6955,-1.3584,-2.111,-0.0945,-2.6136,-0.8225,-5.655
"s58","f1",-0.6778,-1.2752,-2.0706,-0.0699,-2.1474,-0.7839,-5.6388
"s58","f1",-0.6834,-1.3118,-2.0818,-0.0648,-2.2957,-0.7766,-5.3371
"s58","f1",-0.676,-1.2987,-2.041,-0.0787,-2.1659,-0.8023,-5.6431
"s58","f2",-0.6761,-1.3,-2.095,-0.1466,-2.4195,-0.9084,-5.6748
"s58","f2",-0.6794,-1.2975,-2.1444,-0.1486,-2.3537,-0.9072,-5.3748
"s58","f2",-0.6844,-1.3105,-2.1216,-0.1517,-2.3557,-0.9182,-5.6779
"s58","f3",-0.6769,-1.2857,-2.1083,-0.0709,-2.1774,-0.7922,-5.6398
"s58","f3",-0.6841,-1.2984,-2.0765,-0.1039,-2.2091,-0.8361,-5.3553
"s58","f3",-0.6767,-1.299,-2.0636,-0.0786,-2.1662,-0.7983,-5.6434
"s58","f4",-0.6868,-1.2962,-2.1472,-0.0686,-2.1472,-0.7694,-5.6386
"s58","f4",-0.6866,-1.3064,-2.0846,-0.074,-2.2607,-0.7758,-5.3398
"s58","f4",-0.6848,-1.301,-2.0319,-0.1039,-2.2934,-0.831,-5.6551
"s59","f1",-0.6935,-1.3556,-2.1545,-0.1679,-2.5399,-0.9472,-1.9784
"s59","f1",-0.6839,-1.3327,-2.1311,-0.1472,-2.529,-0.911,-1.9269
"s59","f1",-0.6853,-1.3419,-2.0511,-0.1435,-2.6329,-0.9086,-2.0211
"s59","f2",-0.6841,-1.3283,-2.0599,-0.1428,-2.3939,-0.9092,-1.9168
"s59","f2",-0.6901,-1.3492,-2.0587,-0.1383,-2.7172,-0.8919,-1.9233
"s59","f2",-0.6918,-1.3605,-2.1408,-0.138,-2.5262,-0.8934,-1.9241
"s59","f3",-0.6819,-1.357,-2.0458,-0.1565,-2.5331,-0.9295,-1.9234
"s59","f3",-0.6941,-1.3693,-2.0683,-0.1808,-2.5154,-0.9705,-2.0103
"s59","f3",-0.6881,-1.3593,-2.15,-0.1606,-2.6401,-0.9249,-2.0003
"s59","f4",-0.6845,-1.3338,-2.0063,-0.0931,-2.3945,-0.8236,-1.8716
"s59","f4",-0.695,-1.3487,-2.0704,-0.1638,-2.537,-0.9342,-1.9589
"s59","f4",-0.6945,-1.3728,-2.1173,-0.1953,-2.7428,-0.9819,-1.9647
"s60","f1",-0.7013,-1.3212,-2.1552,-0.1739,-2.6867,-0.9007,-2.6075
"s60","f1",-0.7088,-1.3493,-2.2225,-0.1987,-2.8545,-0.9437,-5.6996
"s60","f1",-0.7036,-1.3191,-2.2056,-0.1631,-2.6035,-0.8799,-5.6827
"s60","f2",-0.7032,-1.3326,-2.1323,-0.1771,-2.7855,-0.9018,-5.3876
"s60","f2",-0.6988,-1.3338,-2.1545,-0.1708,-2.686,-0.9021,-5.686
"s60","f2",-0.6995,-1.3213,-2.2225,-0.1688,-2.6435,-0.8954,-5.6849
"s60","f3",-0.7015,-1.3155,-2.1606,-0.1244,-2.6244,-0.832,-5.6658
"s60","f3",-0.7033,-1.3202,-2.1244,-0.1326,-2.6271,-0.8341,-5.6685
"s60","f3",-0.7057,-1.3134,-2.1624,-0.1285,-2.6262,-0.8344,-2.5536
"s60","f4",-0.7063,-1.3306,-2.2087,-0.1331,-2.5919,-0.8379,-2.4158
"s60","f4",-0.7001,-1.3303,-2.1697,-0.1757,-2.734,-0.9079,-5.6882
"s60","f4",-0.6913,-1.3035,-2.1027,-0.1397,-2.5917,-0.8487,-5.6709
"s61","f1",-0.6863,-1.2479,-2.1458,-0.1019,-2.6096,-0.8084,-1.952
"s61","f1",-0.6785,-1.2501,-2.1183,-0.0979,-5.6498,-0.8135,-2.0266
"s61","f1",-0.684,-1.2454,-2.1027,-0.0938,-5.6468,-0.7943,-1.9747
"s61","f2",-0.6772,-1.2788,-2.0588,-0.1425,-2.1802,-0.9,-5.6715
"s61","f2",-0.6752,-1.2875,-2.0378,-0.1409,-2.1272,-0.8975,-5.3702
"s61","f2",-0.677,-1.2858,-2.0585,-0.0815,-2.1692,-0.8524,-5.6606
"s61","f3",-0.6869,-1.2951,-2.0822,-0.168,-2.1792,-0.9392,-5.6843
"s61","f3",-0.6843,-1.3097,-2.0989,-0.1811,-2.2586,-0.9527,-5.3889
"s61","f3",-0.6844,-1.2973,-2.0862,-0.1772,-2.2733,-0.9526,-5.6882
"s61","f4",-0.6867,-1.2733,-2.0154,-0.1126,-2.1537,-0.854,-5.6589
"s61","f4",-0.6745,-1.2872,-2.0442,-0.1342,-2.1234,-0.8828,-5.3664
"s61","f4",-0.6842,-1.2908,-2.0046,-0.1304,-2.1622,-0.8878,-5.6674
"s62","f1",-0.6762,-1.2634,-2.163,-0.1076,-2.6544,-0.827,-2.0862
"s62","f1",-0.6755,-1.2511,-2.4237,-0.108,-5.6542,-0.8185,-1.9821
"s62","f1",-0.6756,-1.2439,-2.1767,-0.1086,-5.6538,-0.8213,-1.9817
"s62","f2",-0.6712,-1.2571,-2.213,-0.122,-2.6602,-0.838,-2.1287
"s62","f2",-0.6838,-1.2748,-2.2203,-0.1346,-5.6675,-0.8599,-2.0764
"s62","f2",-0.68,-1.2813,-2.3454,-0.1801,-5.6878,-0.9443,-2.0967
"s62","f3",-0.6683,-1.231,-2.2104,-0.0532,-5.6254,-0.7218,-1.9011
"s62","f3",-0.6714,-1.2421,-2.1452,-0.0741,-2.5952,-0.7721,-1.9206
"s62","f3",-0.6633,-1.2379,-2.1289,-0.07,-5.6341,-0.7631,-1.9809
"s62","f4",-0.667,-1.2298,-2.1483,-0.0817,-5.6397,-0.7799,-1.9676
"s62","f4",-0.6708,-1.251,-2.1718,-0.0995,-5.6489,-0.7971,-2.0155
"s62","f4",-0.6663,-1.2392,-2.1527,-0.0892,-2.644,-0.8002,-1.9451
"s63","f1",-0.6851,-1.2546,-1.687,-0.1022,-2.3084,-0.8189,-5.6508
"s63","f1",-0.686,-1.2557,-1.716,-0.1229,-2.3181,-0.8523,-5.3595
"s63","f1",-0.6912,-1.276,-1.8019,-0.1308,-2.3228,-0.8597,-5.6652
"s63","f2",-0.6741,-1.2559,-1.7182,-0.1348,-2.4371,-0.914,-5.6675
"s63","f2",-0.6763,-1.2525,-1.7067,-0.1324,-2.2856,-0.9069,-5.3647
"s63","f2",-0.6746,-1.2488,-1.7259,-0.1293,-2.624,-0.9005,-5.6654
"s63","f3",-0.6788,-1.256,-1.7149,-0.128,-2.6229,-0.9031,-2.3218
"s63","f3",-0.678,-1.2639,-1.7225,-0.1319,-2.5209,-0.9081,-5.667
"s63","f3",-0.6802,-1.2539,-1.7096,-0.1243,-2.4877,-0.9011,-5.6638
"s63","f4",-0.6721,-1.2608,-1.7848,-0.168,-2.5363,-0.9698,-5.6824
"s63","f4",-0.6836,-1.2949,-1.8021,-0.2085,-2.4693,-1.0194,-5.6998
"s63","f4",-0.6762,-1.2634,-2.163,-0.1076,-2.6544,-0.827,-2.0862
"s64","f1",-0.6997,-1.3747,-2.0859,-0.2156,-2.6678,-1.0512,-5.7092
"s64","f1",-0.6982,-1.3929,-2.171,-0.1974,-5.7025,-1.0097,-5.4015
"s64","f1",-0.7032,-1.3823,-2.0632,-0.2064,-2.6652,-1.0392,-5.7066
"s64","f2",-0.7017,-1.3653,-2.0788,-0.1705,-2.6916,-0.9815,-5.6916
"s64","f2",-0.7028,-1.3503,-1.9975,-0.1405,-2.6787,-0.9407,-5.3777
"s64","f2",-0.7009,-1.35,-2.1241,-0.1459,-2.639,-0.9361,-5.6804
"s64","f3",-0.7037,-1.377,-2.1111,-0.1724,-2.6495,-0.949,-5.6909
"s64","f3",-0.704,-1.3915,-2.1222,-0.1692,-2.649,-0.9516,-5.3893
"s64","f3",-0.7008,-1.3773,-2.1166,-0.1593,-2.4807,-0.9297,-5.6848
"s64","f4",-0.7007,-1.3949,-2.0686,-0.2688,-5.4303,-1.175,-5.7313
"s64","f4",-0.706,-1.4226,-2.1844,-0.2921,-5.7407,-1.2041,-5.4396
"s64","f4",-0.7022,-1.3931,-2.1168,-0.263,-5.7296,-1.1602,-5.7296
"s65","f1",-0.6921,-1.3406,-2.2765,-0.2199,-5.4069,-0.9944,-5.7079
"s65","f1",-0.6934,-1.339,-2.2629,-0.227,-5.71,-0.9965,-5.409
"s65","f1",-0.6941,-1.3465,-2.2685,-0.2417,-5.7157,-1.0141,-5.7157
"s65","f2",-0.7116,-1.6803,-1.9475,-0.2529,-2.3455,-1.0453,-5.7257
"s65","f2",-0.7234,-1.7024,-1.9284,-0.2549,-2.3127,-1.0528,-5.4267
"s65","f2",-0.702,-1.6867,-1.8583,-0.1478,-2.1216,-0.8409,-5.6779
"s65","f3",-0.7149,-1.3616,-2.1584,-0.2941,-5.4371,-1.1275,-5.7381
"s65","f3",-0.7122,-1.3809,-2.161,-0.3022,-5.7408,-1.1355,-5.4397
"s65","f3",-0.709,-1.3581,-2.1475,-0.2649,-5.7273,-1.0819,-5.7273
"s65","f4",-0.6983,-1.3715,-2.2407,-0.243,-5.4168,-1.0357,-5.7178
"s65","f4",-0.6933,-1.3392,-2.2143,-0.2512,-5.7194,-1.0427,-5.4184
"s65","f4",-0.6866,-1.3343,-2.3288,-0.2264,-5.709,-0.9947,-5.709
"s66","f1",-0.6825,-1.2919,-1.9536,-0.1225,-5.3601,-0.8482,-1.8903
"s66","f1",-0.6884,-1.2958,-2.0075,-0.1597,-5.6796,-0.9162,-1.9984
"s66","f1",-0.6866,-1.2804,-1.9811,-0.1647,-5.6801,-0.9174,-1.9397
"s66","f2",-0.6884,-1.2847,-1.9913,-0.0902,-5.3435,-0.7842,-1.7469
"s66","f2",-0.6783,-1.2645,-1.9617,-0.1054,-5.6519,-0.8168,-1.8884
"s66","f2",-0.6856,-1.2695,-1.9559,-0.0933,-5.6461,-0.7955,-1.743
"s66","f3",-0.688,-1.3073,-2.0248,-0.1795,-5.3865,-0.9378,-2.0248
"s66","f3",-0.69,-1.2885,-2.0185,-0.1674,-5.6812,-0.9126,-1.8888
"s66","f3",-0.6884,-1.2818,-1.9947,-0.1753,-5.6849,-0.9352,-1.9607
"s66","f4",-0.6841,-1.2728,-1.9735,-0.168,-5.38,-0.9229,-1.9102
"s66","f4",-0.6909,-1.2934,-2.0233,-0.177,-5.6861,-0.931,-1.9537
"s66","f4",-0.6876,-1.2762,-1.9998,-0.1666,-5.6811,-0.9214,-1.9102
"s67","f1",-0.6732,-1.2494,-1.8046,-0.1084,-2.3772,-0.8734,-2.5098
"s67","f1",-0.6778,-1.2472,-1.7854,-0.1178,-2.4052,-0.8838,-5.6605
"s67","f1",-0.6715,-1.24,-1.7552,-0.1136,-2.3573,-0.8882,-5.6583
"s67","f2",-0.6763,-1.2548,-1.7766,-0.1245,-2.4078,-0.8885,-5.663
"s67","f2",-0.6736,-1.2461,-1.7673,-0.1157,-2.3807,-0.8901,-5.3584
"s67","f2",-0.6742,-1.2407,-1.7647,-0.1237,-2.3835,-0.8929,-5.6623
"s67","f3",-0.67,-1.2356,-1.7384,-0.1037,-2.33,-0.8641,-2.4218
"s67","f3",-0.6694,-1.2397,-1.7377,-0.09,-2.3675,-0.8346,-5.6462
"s67","f3",-0.6715,-1.2417,-1.7557,-0.1036,-2.398,-0.8637,-5.6533
"s67","f4",-0.6982,-1.2946,-1.9478,-0.2003,-5.395,-0.9644,-1.9717
"s67","f4",-0.6927,-1.2794,-1.9292,-0.1938,-5.6927,-0.9684,-1.9684
"s67","f4",-0.6896,-1.2904,-1.9675,-0.1929,-5.6918,-0.9522,-1.9842
"s68","f1",-0.6791,-1.3496,-2.2115,-0.1471,-2.7708,-0.9015,-1.7762
"s68","f1",-0.6887,-1.3644,-2.1121,-0.1597,-2.8352,-0.9117,-1.8608
"s68","f1",-0.6905,-1.3642,-2.1644,-0.1344,-2.7154,-0.8772,-1.8123
"s68","f2",-0.692,-1.3427,-2.1355,-0.1323,-2.5878,-0.8574,-1.7978
"s68","f2",-0.6926,-1.3608,-2.0641,-0.1302,-2.7119,-0.8566,-1.7577
"s68","f2",-0.6872,-1.3625,-2.1365,-0.1605,-2.8355,-0.9202,-1.8293
"s68","f3",-0.686,-1.3582,-2.1571,-0.1785,-2.6472,-0.949,-1.9404
"s68","f3",-0.6796,-1.3547,-2.2359,-0.1668,-5.683,-0.9295,-1.8769
"s68","f3",-0.6807,-1.3644,-2.1531,-0.1691,-2.7815,-0.9387,-1.9064
"s68","f4",-0.679,-1.3589,-2.1211,-0.1816,-2.8442,-0.9545,-1.9411
"s68","f4",-0.6737,-1.344,-2.1871,-0.1562,-2.637,-0.9287,-1.886
"s68","f4",-0.6771,-1.3509,-2.1433,-0.1776,-2.9092,-0.955,-1.8744
"s69","f1",-0.7049,-1.3536,-2.1253,-0.0999,-2.4807,-0.8506,-5.6568
"s69","f1",-0.7115,-1.3793,-2.0918,-0.129,-2.5924,-0.8985,-5.3705
"s69","f1",-0.7123,-1.3879,-2.0577,-0.1041,-2.6183,-0.8522,-5.6597
"s69","f2",-0.7181,-1.3949,-2.1836,-0.2299,-2.87,-1.0609,-5.7151
"s69","f2",-0.7213,-1.3909,-2.1711,-0.2286,-2.8121,-1.0591,-5.4141
"s69","f2",-0.7165,-1.4029,-2.1941,-0.2209,-2.8095,-1.0508,-5.7126
"s69","f3",-0.7228,-1.3538,-2.0662,-0.0782,-2.5321,-0.7887,-5.646
"s69","f3",-0.7383,-1.391,-1.9882,-0.0693,-2.4109,-0.751,-5.3403
"s69","f3",-0.728,-1.3801,-2.0169,-0.0662,-2.3392,-0.7599,-5.6402
"s69","f4",-0.7125,-1.3933,-2.1283,-0.1848,-2.5504,-0.9993,-5.6965
"s69","f4",-0.7134,-1.3794,-2.0679,-0.1716,-2.7881,-0.9785,-5.3901
"s69","f4",-0.7242,-1.3982,-2.0906,-0.171,-2.8476,-0.9668,-5.6927
"s70","f1",-0.6705,-1.2707,-2.2669,-0.0565,-2.5146,-0.7121,-5.6286
"s70","f1",-0.6713,-1.262,-2.3722,-0.0549,-2.4813,-0.711,-5.3264
"s70","f1",-0.6746,-1.282,-2.1679,-0.0621,-2.6303,-0.7128,-5.6303
"s70","f2",-0.6779,-1.2754,-2.3168,-0.1184,-5.6593,-0.8135,-5.6593
"s70","f2",-0.6752,-1.2745,-2.3252,-0.0943,-2.606,-0.7752,-5.3464
"s70","f2",-0.6763,-1.2732,-2.1335,-0.0771,-2.5973,-0.74,-5.6387
"s70","f3",-0.6747,-1.2605,-2.3688,-0.0483,-5.6241,-0.6901,-5.6241
"s70","f3",-0.6664,-1.2546,-2.2052,-0.0441,-2.541,-0.6821,-5.3191
"s70","f3",-0.6697,-1.2588,-2.2187,-0.0375,-2.5027,-0.6673,-5.6167
"s70","f4",-0.6707,-1.2764,-2.271,-0.1018,-2.572,-0.792,-5.6512
"s70","f4",-0.6829,-1.2892,-2.2744,-0.1075,-2.7004,-0.7937,-5.3536
"s70","f4",-0.6804,-1.2825,-2.2862,-0.0931,-2.6066,-0.7752,-5.648
"s71","f1",-0.6805,-1.3477,-2.0891,-0.098,-2.6573,-0.8865,-5.6573
"s71","f1",-0.6836,-1.3519,-2.0615,-0.1115,-2.7605,-0.9017,-5.3626
"s71","f1",-0.68,-1.3414,-2.0849,-0.0907,-2.6117,-0.8685,-5.6531
"s71","f2",-0.694,-1.3484,-2.1329,-0.1111,-2.5504,-0.8994,-5.6644
"s71","f2",-0.6837,-1.3468,-2.1187,-0.1102,-2.5488,-0.8949,-5.3617
"s71","f2",-0.6832,-1.336,-2.1224,-0.1182,-2.7122,-0.9113,-5.6664
"s71","f3",-0.6893,-1.3459,-2.1302,-0.1344,-2.6329,-0.9379,-5.6743
"s71","f3",-0.6816,-1.3506,-2.0646,-0.1182,-2.5205,-0.92,-5.3656
"s71","f3",-0.6852,-1.3538,-2.1319,-0.1117,-2.622,-0.8977,-5.6634
"s71","f4",-0.6807,-1.365,-2.1703,-0.1085,-2.4575,-0.89,-5.6616
"s71","f4",-0.6964,-1.381,-2.1101,-0.1942,-2.7011,-1.0356,-5.4001
"s71","f4",-0.6808,-1.3395,-2.1704,-0.1092,-0.885,-2.3395,-5.6617
"s72","f1",-0.6677,-1.3323,-2.1025,-0.1403,-2.5915,-0.9036,-1.9547
"s72","f1",-0.6598,-1.3042,-2.1783,-0.1414,-2.7154,-0.9011,-1.9063
"s72","f1",-0.6627,-1.3316,-2.2136,-0.1529,-2.6346,-0.9285,-1.8978
"s72","f2",-0.6538,-1.3081,-2.1394,-0.0911,-2.4684,-0.8101,-1.825
"s72","f2",-0.6629,-1.3145,-2.1162,-0.0702,-2.4586,-0.7654,-1.7209
"s72","f2",-0.6652,-1.3178,-2.1267,-0.1169,-2.4821,-0.8513,-1.8658
"s72","f3",-0.6904,-1.3226,-2.0257,-0.0898,-2.6076,-0.8281,-1.8164
"s72","f3",-0.6729,-1.3178,-2.1348,-0.0744,-2.5986,-0.8043,-1.7767
"s72","f3",-0.675,-1.3173,-2.1502,-0.0779,-2.5624,-0.8059,-1.7608
"s72","f4",-0.678,-1.3578,-2.1263,-0.2237,-2.7061,-1.0177,-2.0829
"s72","f4",-0.674,-1.3498,-2.1181,-0.2255,-2.5597,-1.0273,-2.0245
"s72","f4",-0.6847,-1.3678,-2.1602,-0.2171,-2.75,-1.0105,-1.9639
